home_links	home_links-href	cante_name
Homenaje a Pepe de la Matrona. CD 1	http://canteytoque.es/letrasmatronahomenaje1.html	Son tan grandes mis duquelas (soleá)
Un maestro del cante	http://canteytoque.es/letrasescacena.html	Qué bien viene en ese día (saeta)
Cultura Jonda 4. De Cádiz... aquella Venta de Vargas	http://canteytoque.es/letrasvvaquellaventadevargas.html	Si te casas (soleares) Pansequito
50 años de flamenco (1935-1985) v. 10	http://canteytoque.es/letraschocolate50.html	Cómo relucen (caracoles)
Le chant du monde v. 4	http://canteytoque.es/letrasterremotochant.html	Remedio no tenga (soleares)
Disco de oro	http://canteytoque.es/letrascamarondiscooro.html	Son tus ojos dos estrellas (bulerías)
Chocolate con Niño Ricardo	http://canteytoque.es/letraschocolatericardo.html	Siempre por los rincones (siguiriyas)
Platero de Alcalá	http://canteytoque.es/letrasritoplatero.html	Fandangos del Gloria
Homenaje a Pepe de la Matrona. CD 1	http://canteytoque.es/letrasmatronahomenaje1.html	Por ver si la divisaba (soleá)
CD 2	http://canteytoque.es/letrasantologiaorfeon2.html	Seguirillas antiguas. Manolo Caracol
CD 3	http://canteytoque.es/letraspastora03.html	25. Son los aires desabridos (cartagenera)
Cante flamenco (volumen 1)	http://canteytoque.es/letrasfernandaybernardacanteflamenco1.html	Soleares. Fernanda
Oliver de Triana	http://canteytoque.es/letrasritooliver.html	Seguiriyas
"Cádiz y Los Puertos (Perla, Sabina, J. Vargas, R. Romero y C. la Gamba)"	http://canteytoque.es/letrasritocadizylospuertos.html	Bulerías (Curro la Gamba)
CD 4	http://canteytoque.es/letrasantologiaorfeon4.html	Murcianas. Paco Muriana Niño del Brillante
Cátedra del cante vol. 14	http://canteytoque.es/letrasgloria.html	Se están criando para mí (alegrías)
"La familia de los Perrate (Lebrijano, Perrate, Gaspar y Perrata)"	http://canteytoque.es/letrasritofamiliaperrate.html	Tientos - tangos (Perrate)
Grandes cantaores del flamenco	http://canteytoque.es/letrasmairenagrandes.html	Por tu causa (soleares de Cádiz y Jerez)
Por derecho	http://canteytoque.es/letrasclavel.html	Perdición (seguiriyas de Jerez del Loco Mateo y Ciego de la Peña)
Cantes inéditos(CD 1)	http://canteytoque.es/letrasfernandaybernardacantesineditos1.html	Bulerías
La llave de oro del cante (Antonio Mairena)	http://canteytoque.es/letrasritollavedeoro.html	Tientos-tangos
50 años de flamenco (1940-1990) v. 1	http://canteytoque.es/letrasfosforito50.html	A mimbre y canela (petenera)
Le chant du monde v. 17	http://canteytoque.es/letrasbenichant.html	Adiós compañero mío (tientos)
CD 2	http://canteytoque.es/letrasantologiaorfeon2.html	Mirabrás. Rafael Romero
Cádiz joven. Chaquetón y Juanito Villar	http://canteytoque.es/letrasvvchaquetonvillar.html	A veneno me sabía (malagueña) Chaquetón
Chocolate con Niño Ricardo	http://canteytoque.es/letraschocolatericardo.html	Granadina de mi alma (granaína)
"Cantes flamencos importados (Chorbos, Chano, A. Álora, S. Bracamonte, A. Canillas, Marchena y Herraor)"	http://canteytoque.es/letrasritocantesimportados.html	Guajira (Antonio de Canillas)
Juan Villar	http://canteytoque.es/letraspuroyjondovillar.html	Seguiriya
Por bulerías	http://canteytoque.es/letrasvvporbulerias.html	Ni en lo que cobija el sol. El Chozas
Naturaleza flamenca (Quejío) 1	http://canteytoque.es/letrasmatronaquejio1.html	En La Habana hice una muerte (soleá petenera)
CD 4	http://canteytoque.es/letrasantologiaorfeon4.html	Taranto. Leonor Amaya
Solera gitana(Quejío) 1	http://canteytoque.es/letrasmairenaquejio1.html	Al llegar a tu puerta (fandangos)
El Torta	http://canteytoque.es/letraspuroyjondotorta.html	Tientos
"Colección Federico García Lorca (Torre, Tenazas, Pastora, Tomás y Cepero)"	http://canteytoque.es/letrasvvcoleccionlorca.html	Si no me vengo (seguiriyas del Paco la Luz) José Cepero
Cultura Jonda 4. De Cádiz... aquella Venta de Vargas	http://canteytoque.es/letrasvvaquellaventadevargas.html	No te la doy a entender (alegrías) Chano Lobato
Tía Anica la Periñaca	http://canteytoque.es/letrasritoperinaca.html	Soleares
Evocación a Terremoto. Manuel Morao y gitanos de Jerez	http://canteytoque.es/letrasvvevocacionaterremoto.html	"Taranto. A. Núñez ""Chocolate"""
CD 12	http://canteytoque.es/letraspastora12.html	1. Cuando voy a los bailes del Duque de Osuna (bulería)
"Fiesta gitana por tangos (C. Montoya, V. Peña, Calzones, A. de Álora, Camarón y Funi)"	http://canteytoque.es/letrasritofiestatango.html	Miguel Funi
disco 8	http://canteytoque.es/letrasvvantologiaariola8.html	A la Huerta del Sotillo (tarantos) José Menese
VI concurso nacional de arte flamenco 1971 Córdoba (CD2)	http://canteytoque.es/letrasvvviconcurso2.html	Malagueñas. Beni de Cádiz
"Mujeres de la Bética (Perla, Sallago, Adela Chaqueta)"	http://canteytoque.es/letrasvvperlasallagoadela.html	Quererte no está en mis libros (tanguillos de Cádiz) la Sallago
Morrongo	http://canteytoque.es/letrasdondaymorrongo.html	Tientos-Tangos
Tres generaciones. Agujetas CD 2 (Manuel y su hijo)	http://canteytoque.es/letrasvvtresgeneraciones2.html	Yo no me meto con nadie (fandangos gitanos) Manuel Agujetas
Homenaje a Pepe de la Matrona. CD 1	http://canteytoque.es/letrasmatronahomenaje1.html	Al señor de la Santa Humildad (tientos-tangos)
Cultura Jonda 20	http://canteytoque.es/letrasjosleroculturajonda.html	Dime cantaora (siguiriyas de Curro Dulce y María Borrico)
Nueva frontera del cante de Jerez (CD 1)	http://canteytoque.es/letrasvvnuevafrontera1.html	Mi muchacho (tarantos de M. Torre) Manuel Moneo
"Cádiz y Los Puertos (Perla, Sabina, J. Vargas, R. Romero y C. la Gamba)"	http://canteytoque.es/letrasritocadizylospuertos.html	Bulerías (la Sabina)
Selección antológica V. 4	http://canteytoque.es/letrasfosforitoselec.html	Fue Dios el testigo (seguiriyas)
Maestros del cante	http://canteytoque.es/letrassorderamaestros.html	Las fatigas del querer (tangos)
"Mujeres de la Bética (Perla, Sallago, Adela Chaqueta)"	http://canteytoque.es/letrasvvperlasallagoadela.html	Las tapaderas del sentido (tientos) la Perla de Cádiz
Homenaje a Pepe de la Matrona. CD 1	http://canteytoque.es/letrasmatronahomenaje1.html	Cuando a la cara te miro (soleá)
"Potaje gitano en Utrera (con Fernanda, Bernarda, Pepa, Perrate y Paco Valdepeñas)"	http://canteytoque.es/letrasvvpotajeutrera.html	Puse mis ojos en ti (soleares) Perrate
Arte flamenco. Miguel Vargas / Chano Lobato	http://canteytoque.es/letrasvvmiguelvargaschano.html	Mi padre llamado Juan (cubana y colombiana por fiestas) Chano Lobato
El cante de Fernanda y Bernarda de Utrera	http://canteytoque.es/letrasfernandaybernardaelcantede.html	La tierra que a mí me cubra (cantiñas del Pinini)
Maestros del cante	http://canteytoque.es/letrasvarea.html	A un sabio le pregunté (malagueña personal)
Cádiz joven. Chaquetón y Juanito Villar	http://canteytoque.es/letrasvvchaquetonvillar.html	Y nunca llevas razón (bulerías) Chaquetón
Al compás de los Zambos	http://canteytoque.es/letrasvvfamiliazambo.html	Zarape
Caminos reales del cante	http://canteytoque.es/letrasmercecaminosreales.html	Eran tan grandes mis penas (seguiriyas)
"Antología de cantaores flamencos. Vol. 8 (Chocolate, Cojo de Málaga, Pena hijo)"	http://canteytoque.es/letrasvvchocolatecojomalagapenahijo.html	Me faltan las fuerzas (siguiriyas) Antonio Nuñez el Chocolate
"Malagueñas (A. Canillas, Perote, A. Álora, P. del Solano y L. Caballero)"	http://canteytoque.es/letrasritomalaguena.html	"Malagueñas de Francisco Lema ""Fosforito"" y de la Trini (Diego el Perote)"
50 años de flamenco (1935-1985) v. 10	http://canteytoque.es/letraschocolate50.html	El mundo es un desengaño (soleá)
disco 1	http://canteytoque.es/letrasvvantologiaariola1.html	A quién le contaré yo (soleares de Alcalá) Juan Talega
Grandes cantaores del flamenco	http://canteytoque.es/letrasromerograndes.html	Tiene venganza conmigo (tientos)
"El fandango (A. de Pura, S. Salguero, A. de Álora, Sordera, Sabina y Bengala)"	http://canteytoque.es/letrasritofandango.html	Fandangos de Macandé (Ángel de Álora)
Antología del cante flamenco y cante gitano. CD 1	http://canteytoque.es/letrasvvantologiamairena1.html	Saeta sevillana. Manuel Centeno
CD 13	http://canteytoque.es/letraspastora13.html	5. Ya llegó la hora madre (siguiriya)
Amós Rodríguez Rey	http://canteytoque.es/letrasritoamos.html	Villancicos
"Arte flamenco. Juan Cantero / Roque Montoya ""Jarrito"""	http://canteytoque.es/letrasvvcanterojarrito.html	Qué no querrás en tu vida (fandangos de Jarrito) Jarrito
Maestros del cante	http://canteytoque.es/letrasperla.html	Que tenga rejas de bronce (tangos)
El genio (Quejío) 1	http://canteytoque.es/letrascaracolquejio1.html	Que del nío la cogí (fandangos)
Arte flamenco. Pericón de Cádiz / Chato de La Isla	http://canteytoque.es/letrasvvpericonchato.html	Soy la ciencia en el saber (polo)
Sernita de Jerez	http://canteytoque.es/letrassernita.html	No me gastes fantasías (bulerías)
CD 3	http://canteytoque.es/letrasantologiaorfeon3.html	Bulerías. Mariquita Heredia
Maestros del cante	http://canteytoque.es/letraschocolatemaestros.html	Me despertó la alegría (fandangos)
José Menese	http://canteytoque.es/letrasritomenese.html	Martinetes
Fosforito	http://canteytoque.es/letraspuroyjondofosforito.html	Tientos tangos
CD 9	http://canteytoque.es/letraspastora09.html	15. Pintor de loza (sevillana)
Le chant du monde v. 4	http://canteytoque.es/letrasterremotochant.html	De Santiago y Santa Ana (siguiriyas)
Disco de oro	http://canteytoque.es/letrascamarondiscooro.html	El espejo en que te miras (soleá)
Festival flamenco gitano	http://canteytoque.es/letrasvvfestivalflamencogitano.html	Rumba catalana. Orillo de Chiclana y Diego Vargas
"La cantaora (Pastora, Perrata, Rosalía, C. Montoya y Sabina)"	http://canteytoque.es/letrasritocantaora.html	Soleares (María la Perrata)
Si yo volviera a nacer	http://canteytoque.es/letraschocolatesiyo.html	Entre unas varetas (fandangos de Huelva)
Le chant du monde v. 8. (con Agujeta Viejo)	http://canteytoque.es/letrasmagujetachant.html	Desde que tú te fuiste (siguiriya)
"Cante flamenco gitano (Gaspar, R. Romero, Donday, Cristobalina y Turronero)"	http://canteytoque.es/letrasritocantegitano.html	Guajira (Rafael Romero)
"La familia de los Torre (María Torre, Tomás Torre, Pájaro, Tomasa y Pichón)"	http://canteytoque.es/letrasritofamiliatorre.html	Bulerías (María Torre)
Grandes cantaores del flamenco	http://canteytoque.es/letraschatodelaisla.html	Ese muchacho (tarantos)
Chano Lobato (CD1)	http://canteytoque.es/letraschano1.html	Lagartijera (bulerías)
Beni de Cádiz	http://canteytoque.es/letrasbeni.html	Seguiriyas
Homenaje a Pepe de la Matrona. CD 2	http://canteytoque.es/letrasmatronahomenaje2.html	El pensamiento me anima (caña y polo)
CD 5	http://canteytoque.es/letraspastora05.html	13. Una cartita me mande (siguiriya)
Por alegrías	http://canteytoque.es/letrasvvporalegrias.html	No puedo comprenderte. Tío Gregorio el Borrico
CD 3	http://canteytoque.es/letraspastora03.html	22. Tengo una puñaladita (garrotín)
Actuaciones históricas(CD2)	http://canteytoque.es/letrasmairenaact2.html	Serían las cuatro de la mañana (cantes de fragua)
"Cantes primitivos sin guitarra (A. Cepillo, Negro, Medrano, Jeroma, Lebrijano, P. de la Isla)"	http://canteytoque.es/letrasritocantesprimitivos.html	"Romance de Gerineldo (José de los Reyes ""el Negro"")"
Beni de Cádiz	http://canteytoque.es/letrasbeni.html	Alegrías
José Menese	http://canteytoque.es/letrasritomenese.html	Seguiriya y cabal
CD 1	http://canteytoque.es/letraspastora01.html	7. A la Gabriela (taranta y fandango de Lucena)
Maestros del cante	http://canteytoque.es/letrasbernardolobitos.html	Yo vengo de Hungría (marianas)
Chano Lobato (CD2)	http://canteytoque.es/letraschano2.html	Tanguillo de Las Viejas Ricas de Cádiz
"Grandes guitarras del flamenco. Pedro Peña (con Perrata, Lebrijano, Periñaca, Borrico y Juanata)"	http://canteytoque.es/letrasvvpedropena.html	De veras (tarantos) el Juanata
Cultura Jonda 7	http://canteytoque.es/letrasfernandaybernardacultura.html	Me llevas como a Jesús (bulerías) Bernarda
"Grandes guitarras del flamenco. Melchor de Marchena (Antonio Mairena, Pericón, Pepe y Enrique el Culata)"	http://canteytoque.es/letrasvvmelchor.html	Mañana me voy (tangos) Antonio Mairena
CD 7	http://canteytoque.es/letraspastora07.html	3. Yo no creía en mi madre (petenera)
Grandes cantaores del flamenco	http://canteytoque.es/letrasromerograndes.html	Soy la ciencia en el saber (polo natural)
Grandes cantaores del flamenco	http://canteytoque.es/letrasturronero.html	Porque tengo que pensar (soleares)
Le chant du monde v. 18	http://canteytoque.es/letrasromerochant.html	Si fueras gitana pura (garrotín)
CD 1	http://canteytoque.es/letrasantologiaorfeon1.html	"Media granaína. Paco Muriana, Niño del Brillante"
Arte flamenco. Cobitos / Sernita de Jerez	http://canteytoque.es/letrasvvcobitossernita.html	Rosa si no te cogí (granaína) Cobitos
VI concurso nacional de arte flamenco 1971 Córdoba (CD2)	http://canteytoque.es/letrasvvviconcurso2.html	Tarantas. Francisco Coronel Murillo
El Indio Gitano	http://canteytoque.es/letrasindiogitano.html	Paralizado me quedé (fandangos)
CD 4	http://canteytoque.es/letrasantologiaorfeon4.html	Saetas. Pepe el Culata y Mariquilla Fernández
Disco de oro	http://canteytoque.es/letrascamarondiscooro.html	Qué desgraciaditos son (tangos)
Así es... Pansequito	http://canteytoque.es/letraspansecoasies.html	Puerto de Santamaría
"Evolución del cante (Chozas, Funi, Menese y Morente)"	http://canteytoque.es/letrasritoevolucion.html	Carcelera (el Chozas)
Le chant du monde v. 1	http://canteytoque.es/letrasmatronachant.html	Soleares
Chano Lobato	http://canteytoque.es/letraspuroyjondochano.html	Bulerías
Beni de Cádiz	http://canteytoque.es/letrasbeni.html	Fandangos de Gloria
"La familia de los Torre (María Torre, Tomás Torre, Pájaro, Tomasa y Pichón)"	http://canteytoque.es/letrasritofamiliatorre.html	Soleares (el Pichón)
Enrique Morente	http://canteytoque.es/letrasritomorente.html	Granaína y media granaína
Beni de Cádiz (con Manolete)	http://canteytoque.es/letrasritobeni.html	Seguiriyas
Amós Rodríguez Rey	http://canteytoque.es/letrasritoamos.html	Alegrías
Cátedra del cante vol. 41	http://canteytoque.es/letrasislanino.html	Vamos a hincarnos de rodillas (seguiriyas) Niño Medina
Homenaje a Pepe de la Matrona. CD 2	http://canteytoque.es/letrasmatronahomenaje2.html	Seguiriya
Diego Agujetas	http://canteytoque.es/letraspuroyjondodiegoagujetas.html	Martinete de Genrinaldo
Morrongo	http://canteytoque.es/letrasdondaymorrongo.html	Malagueña del Mellizo
CD 11	http://canteytoque.es/letraspastora11.html	17. Mírame a los ojos (siguiriya)
El Indio Gitano	http://canteytoque.es/letrasindiogitano.html	Tú que vienes roneando (tangos de Badajoz)
CD 3	http://canteytoque.es/letraspastora03.html	20. Pintor de loza (sevillana)
CD 10	http://canteytoque.es/letraspastora10.html	18. De cuestiones del querer (granaína)
Cultura Jonda 3	http://canteytoque.es/letraspansecocultura.html	Por los rincones (soleá de Cádiz)
Cátedra del cante vol. 14	http://canteytoque.es/letrasgloria.html	A la tierra solamente (soleares)
"Grandes guitarras del flamenco. Melchor de Marchena (Antonio Mairena, Pericón, Pepe y Enrique el Culata)"	http://canteytoque.es/letrasvvmelchor.html	En Roma (cartagenera) Pepe el Culata
Sonakay	http://canteytoque.es/letrasrevuelo.html	Fandangos caracoleros (fandangos)
"La familia de los Torre (María Torre, Tomás Torre, Pájaro, Tomasa y Pichón)"	http://canteytoque.es/letrasritofamiliatorre.html	Bulerías (María Torre)
Por alegrías	http://canteytoque.es/letrasvvporalegrias.html	Cuando te vayas conmigo. Manolo Caracol
Viejo cante jondo	http://canteytoque.es/letrasmagujetajondo.html	Tarantos de los pesares
Disco de oro	http://canteytoque.es/letrascamarondiscooro.html	En la boca de una mina (taranto)
Grandes cantaores del flamenco	http://canteytoque.es/letraschatodelaisla.html	Y no tenía consuelo (malagueñas)
disco 9	http://canteytoque.es/letrasvvantologiaariola9.html	"Yo, Poncio Pilato que presido (toná litúrgica) Montesino el Lobo"
Chocolate con Niño Ricardo	http://canteytoque.es/letraschocolatericardo.html	Llorando en fandangos (fandangos)
Homenaje a Pepe de la Matrona. CD 1	http://canteytoque.es/letrasmatronahomenaje1.html	La villa vale dinero (soleá)
Tres generaciones. Agujetas CD 2 (Manuel y su hijo)	http://canteytoque.es/letrasvvtresgeneraciones2.html	Esto que hago contigo (soleá) Antonio Agujetas
CD 12	http://canteytoque.es/letraspastora12.html	5. Igual que una dolorosa (fandango)
CD 9	http://canteytoque.es/letraspastora09.html	11. Preguntó en una ocasión (tiento)
Le chant du monde v. 20	http://canteytoque.es/letrastalegachant.html	A quién le contaré yo (soleares de Alcalá)
El cante de Fernanda y Bernarda de Utrera	http://canteytoque.es/letrasfernandaybernardaelcantede.html	La semilla del encanto (bulerías por soleá)
Cultura Jonda 20	http://canteytoque.es/letrasjosleroculturajonda.html	Nació de gitano rico (bulerías)
Solera gitana(Quejío) 1	http://canteytoque.es/letrasmairenaquejio1.html	Las llaves de Tetuán (fiesta por bulerías)
Cultura Jonda 20	http://canteytoque.es/letrasjosleroculturajonda.html	Esta noche mando yo (alboreá)
CD 3	http://canteytoque.es/letraspastora03.html	18. Por lo mudable (sevillana)
Cádiz joven. Chaquetón y Juanito Villar	http://canteytoque.es/letrasvvchaquetonvillar.html	Sabes que me muero por ti (bulerías) Juanito Villar
